case_id,case_type,complexity_score,evidence_count,witness_count,lawyer_count,adjournment_history,judge_id,court_id,filing_date,priority_level,estimated_duration,adjourned_today
C3727,criminal,5,43,2,1,1,J16,CR7,2021,high,77,no
C3728,criminal,6,46,2,2,3,J1,CR5,2021,high,99,yes
C3729,civil,8,63,0,2,4,J2,CR10,2023,medium,119,no
C3730,commercial,9,65,3,3,6,J6,CR1,2022,medium,155,yes
C3731,criminal,9,73,6,1,2,J15,CR9,2022,low,150,no
C3732,criminal,7,53,2,3,7,J19,CR9,2019,medium,134,yes
C3733,civil,5,44,3,2,4,J14,CR3,2021,low,101,yes
C3734,civil,5,35,3,1,0,J17,CR7,2021,medium,72,no
C3735,civil,2,13,1,2,0,J7,CR7,2019,low,30,no
C3736,civil,8,53,5,1,2,J13,CR3,2021,low,127,no
C3737,commercial,9,73,3,4,4,J20,CR2,2023,low,147,no
C3738,criminal,7,58,4,2,2,J16,CR6,2023,low,117,no
C3739,criminal,10,78,8,2,5,J13,CR3,2021,medium,189,yes
C3740,criminal,2,11,1,3,0,J14,CR4,2019,high,30,no
C3741,civil,1,18,0,1,0,J3,CR6,2021,high,30,no
C3742,criminal,6,46,0,2,3,J1,CR4,2023,medium,89,yes
C3743,commercial,10,76,3,4,5,J4,CR2,2023,high,163,yes
C3744,civil,7,56,4,1,6,J10,CR4,2019,low,140,yes
C3745,commercial,9,68,4,2,4,J2,CR4,2021,low,150,yes
C3746,commercial,1,11,1,3,2,J19,CR1,2018,low,30,no
C3747,criminal,4,32,0,2,2,J2,CR1,2019,medium,60,no
C3748,criminal,6,42,3,3,2,J1,CR6,2022,medium,96,no
C3749,criminal,8,70,2,2,5,J17,CR4,2022,low,139,yes
C3750,criminal,4,24,6,3,1,J12,CR3,2020,low,80,no
C3751,civil,6,48,5,2,4,J11,CR7,2023,low,121,no
C3752,commercial,7,50,2,2,1,J4,CR9,2022,low,97,no
C3753,civil,7,59,3,1,3,J1,CR10,2022,medium,118,no
C3754,criminal,5,36,0,3,4,J19,CR1,2019,low,82,yes
C3755,civil,1,1,0,2,0,J15,CR2,2021,medium,30,no
C3756,civil,7,58,1,2,2,J8,CR4,2019,low,102,no
C3757,commercial,5,32,2,2,1,J5,CR3,2020,low,72,no
C3758,commercial,10,79,5,3,4,J17,CR10,2021,medium,168,yes
C3759,criminal,10,90,3,2,3,J15,CR3,2022,low,158,yes
C3760,criminal,3,27,0,1,3,J20,CR7,2023,medium,55,yes
C3761,commercial,4,26,4,4,2,J13,CR4,2019,low,77,yes
C3762,commercial,6,44,2,3,1,J20,CR2,2019,medium,86,no
C3763,commercial,1,6,0,3,0,J16,CR2,2021,medium,30,no
C3764,civil,3,12,0,1,0,J10,CR9,2019,high,30,no
C3765,civil,7,57,3,2,3,J16,CR2,2022,low,117,yes
C3766,civil,4,33,2,2,3,J10,CR3,2023,medium,76,yes
C3767,commercial,9,73,3,3,0,J12,CR6,2019,medium,123,yes
C3768,civil,6,48,3,1,1,J15,CR5,2020,low,93,no
C3769,criminal,2,23,2,2,0,J15,CR3,2022,medium,37,no
C3770,commercial,6,50,4,3,3,J16,CR1,2018,low,111,yes
C3771,criminal,7,61,4,1,0,J13,CR7,2019,medium,106,no
C3772,commercial,9,64,5,3,5,J5,CR8,2019,high,159,yes
C3773,commercial,4,41,2,4,1,J11,CR6,2021,high,68,yes
C3774,criminal,10,78,4,3,4,J17,CR8,2020,low,163,yes
C3775,commercial,2,18,0,4,1,J2,CR10,2018,low,31,no
C3776,civil,7,54,2,2,2,J8,CR9,2019,low,105,yes
C3777,civil,4,31,1,2,2,J10,CR7,2023,low,64,yes
C3778,criminal,5,36,2,2,5,J3,CR4,2019,low,98,yes
C3779,criminal,2,16,3,3,2,J3,CR6,2019,low,51,no
C3780,commercial,5,42,0,2,5,J18,CR8,2022,medium,91,yes
C3781,civil,5,42,3,2,0,J4,CR7,2020,low,76,no
C3782,civil,7,59,4,1,4,J13,CR6,2023,low,129,yes
C3783,criminal,8,63,2,3,5,J20,CR8,2020,low,135,yes
C3784,commercial,9,75,4,2,3,J16,CR2,2019,low,147,yes
C3785,civil,6,45,3,2,0,J18,CR3,2021,low,85,no
C3786,civil,2,19,1,2,4,J7,CR6,2021,low,54,no
C3787,commercial,3,26,2,4,0,J13,CR1,2023,high,47,no
C3788,criminal,10,80,8,1,5,J14,CR8,2018,medium,190,yes
C3789,civil,1,10,1,2,0,J1,CR7,2018,low,30,no
C3790,commercial,1,6,0,2,2,J6,CR2,2020,medium,30,no
C3791,criminal,6,54,1,1,0,J13,CR2,2022,medium,80,yes
C3792,commercial,2,8,0,3,0,J15,CR7,2021,low,30,no
C3793,commercial,4,30,1,2,3,J9,CR3,2023,high,70,no
C3794,civil,7,53,3,1,0,J14,CR6,2018,medium,97,no
C3795,criminal,8,68,1,3,2,J6,CR4,2018,low,115,yes
C3796,criminal,7,51,2,3,6,J16,CR8,2018,low,127,yes
C3797,civil,10,77,4,2,5,J14,CR6,2021,low,168,no
C3798,commercial,10,81,6,3,4,J13,CR1,2019,medium,174,yes
C3799,commercial,10,79,4,4,6,J7,CR2,2022,low,175,yes
C3800,commercial,9,73,6,3,4,J20,CR3,2023,medium,162,yes
C3801,commercial,8,55,3,3,1,J11,CR1,2020,medium,112,yes
C3802,criminal,8,60,4,3,4,J5,CR8,2020,medium,138,no
C3803,civil,5,33,2,1,1,J14,CR5,2019,high,72,no
C3804,civil,9,70,5,1,4,J15,CR3,2022,high,156,yes
C3805,commercial,4,30,0,2,0,J19,CR2,2018,medium,47,yes
C3806,commercial,5,37,1,4,4,J7,CR7,2020,medium,87,no
C3807,civil,2,11,1,1,3,J20,CR7,2022,medium,44,no
C3808,civil,8,70,4,2,6,J7,CR10,2021,high,155,no
C3809,criminal,10,80,1,3,5,J12,CR1,2021,high,155,yes
C3810,criminal,9,72,4,1,7,J17,CR2,2018,low,170,yes
C3811,commercial,7,58,4,2,1,J15,CR7,2021,medium,111,yes
C3812,criminal,3,20,0,3,3,J18,CR7,2021,medium,52,no
C3813,criminal,4,32,0,1,0,J4,CR3,2018,low,48,no
C3814,criminal,1,8,1,1,1,J6,CR9,2019,medium,30,no
C3815,commercial,1,5,0,3,0,J14,CR7,2020,high,30,no
C3816,commercial,1,4,0,4,0,J14,CR5,2018,low,30,no
C3817,civil,10,73,4,2,2,J3,CR2,2018,medium,148,yes
C3818,civil,2,12,0,2,2,J20,CR7,2020,low,34,yes
C3819,commercial,2,12,3,2,0,J20,CR9,2020,low,37,yes
C3820,criminal,5,43,5,1,1,J17,CR10,2019,medium,92,no
C3821,commercial,7,52,5,2,4,J10,CR7,2018,high,131,yes
C3822,criminal,3,16,0,3,1,J18,CR7,2021,low,38,yes
C3823,criminal,9,73,6,2,4,J4,CR6,2018,low,162,no
C3824,criminal,9,73,3,3,3,J14,CR7,2022,low,141,yes
C3825,criminal,8,62,2,1,0,J8,CR9,2019,medium,105,yes
C3826,commercial,10,89,3,4,8,J9,CR5,2023,low,187,no
C3827,criminal,1,3,0,3,0,J8,CR1,2019,medium,30,no
C3828,criminal,8,60,1,2,7,J2,CR1,2023,high,141,yes
C3829,criminal,1,12,1,3,0,J17,CR10,2018,medium,30,no
C3830,civil,4,27,2,2,3,J19,CR7,2020,high,73,yes
C3831,criminal,8,71,6,2,5,J7,CR10,2020,low,159,yes
C3832,civil,7,51,2,2,7,J19,CR7,2020,low,133,yes
C3833,commercial,8,55,3,4,3,J13,CR3,2019,low,124,yes
C3834,criminal,7,58,5,2,4,J17,CR3,2023,medium,134,yes
C3835,civil,3,26,1,1,2,J5,CR9,2019,high,54,yes
C3836,commercial,5,31,2,4,5,J13,CR5,2019,high,95,no
C3837,civil,5,35,3,2,0,J11,CR4,2021,medium,72,yes
C3838,civil,4,33,0,2,1,J14,CR1,2023,medium,54,no
C3839,commercial,8,62,2,4,6,J5,CR1,2023,medium,141,yes
C3840,commercial,2,14,0,4,0,J3,CR10,2018,medium,30,no
C3841,commercial,2,6,0,4,0,J5,CR8,2021,medium,30,no
C3842,criminal,8,55,4,1,3,J6,CR4,2021,low,129,no
C3843,civil,3,28,1,2,1,J10,CR4,2018,medium,49,no
C3844,civil,10,84,4,1,4,J13,CR5,2023,low,166,yes
C3845,criminal,3,17,0,1,0,J3,CR3,2021,high,32,no
C3846,commercial,5,35,5,2,2,J19,CR2,2021,medium,94,yes
C3847,commercial,10,80,4,3,2,J4,CR2,2023,high,152,yes
C3848,criminal,5,38,3,2,3,J6,CR2,2018,medium,92,yes
C3849,criminal,3,29,0,3,0,J7,CR7,2020,medium,38,yes
C3850,civil,8,66,3,2,6,J14,CR2,2021,high,148,yes
C3851,commercial,6,45,1,3,2,J3,CR4,2023,high,87,no
C3852,criminal,3,27,0,1,0,J11,CR8,2018,low,37,no
C3853,civil,6,50,2,1,3,J10,CR1,2023,high,101,no
C3854,commercial,1,10,1,3,0,J19,CR10,2020,high,30,no
C3855,civil,8,65,3,2,3,J11,CR6,2018,low,129,yes
C3856,commercial,9,71,5,2,7,J20,CR9,2023,low,174,yes
C3857,commercial,8,69,0,3,3,J9,CR2,2022,low,116,yes
C3858,civil,9,68,1,2,7,J18,CR1,2021,low,153,yes
C3859,civil,2,23,1,2,0,J7,CR6,2022,medium,32,yes
C3860,civil,7,66,3,2,0,J1,CR6,2023,medium,104,yes
C3861,civil,6,49,4,1,0,J5,CR5,2020,low,92,yes
C3862,civil,8,63,7,1,2,J3,CR6,2022,low,142,no
C3863,commercial,5,36,5,2,3,J10,CR8,2018,low,101,no
C3864,criminal,5,36,2,1,2,J14,CR9,2021,low,80,no
C3865,civil,3,25,0,2,0,J9,CR3,2022,medium,36,no
C3866,commercial,10,74,2,3,1,J9,CR7,2019,low,133,yes
C3867,commercial,8,63,2,3,0,J10,CR3,2022,low,105,no
C3868,commercial,2,18,0,4,3,J16,CR7,2018,medium,43,no
C3869,criminal,3,16,4,1,4,J20,CR5,2021,high,76,no
C3870,commercial,7,53,4,2,8,J4,CR10,2020,medium,150,yes
C3871,civil,5,43,3,2,1,J19,CR6,2022,high,82,no
C3872,commercial,9,72,7,3,6,J3,CR8,2021,high,179,yes
C3873,civil,9,68,4,1,3,J17,CR5,2022,medium,144,yes
C3874,criminal,3,20,0,1,0,J20,CR9,2021,high,34,no
C3875,civil,5,39,5,1,1,J4,CR3,2019,low,90,no
C3876,criminal,4,36,2,1,3,J6,CR6,2020,low,78,yes
C3877,civil,3,27,1,1,1,J12,CR6,2020,low,48,yes
C3878,criminal,1,4,1,3,0,J4,CR1,2022,low,30,no
C3879,civil,7,48,2,1,2,J11,CR4,2020,medium,102,no
C3880,criminal,8,59,4,3,2,J8,CR9,2022,low,125,yes
C3881,criminal,10,86,4,1,5,J20,CR4,2023,low,173,yes
C3882,civil,8,62,2,2,4,J18,CR5,2020,low,129,no
C3883,commercial,9,72,4,3,4,J3,CR10,2018,low,152,no
C3884,criminal,2,21,1,1,0,J14,CR6,2019,low,31,no
C3885,civil,9,72,4,1,2,J7,CR1,2021,medium,140,no
C3886,criminal,1,1,0,1,0,J2,CR5,2023,medium,30,no
C3887,civil,3,21,0,2,1,J15,CR3,2018,low,40,no
C3888,commercial,4,34,1,2,0,J13,CR4,2019,low,54,no
C3889,criminal,8,63,5,3,4,J1,CR10,2022,high,144,no
C3890,criminal,5,35,3,2,4,J10,CR3,2021,medium,96,no
C3891,criminal,1,4,0,2,0,J2,CR9,2020,medium,30,no
C3892,civil,3,18,0,2,0,J11,CR1,2021,low,33,yes
C3893,civil,5,41,4,1,0,J14,CR5,2020,medium,80,yes
C3894,criminal,5,46,3,1,3,J13,CR2,2020,medium,96,no
C3895,criminal,6,49,3,2,1,J16,CR10,2021,low,93,yes
C3896,criminal,3,15,2,1,1,J15,CR8,2021,high,47,no
C3897,civil,7,59,1,1,4,J12,CR10,2020,high,114,yes
C3898,civil,10,78,4,2,5,J2,CR1,2019,high,169,yes
C3899,criminal,4,25,3,2,4,J14,CR4,2021,high,83,yes
C3900,civil,6,55,3,1,3,J12,CR9,2023,high,108,no
C3901,commercial,2,18,0,4,0,J2,CR5,2023,medium,30,no
C3902,civil,7,51,4,2,1,J4,CR1,2020,low,107,no
C3903,civil,8,72,4,1,4,J9,CR6,2023,medium,144,no
C3904,criminal,3,24,2,2,3,J9,CR3,2020,low,64,no
C3905,commercial,6,42,2,4,2,J15,CR2,2023,low,91,yes
C3906,civil,2,10,1,1,1,J19,CR7,2020,medium,32,no
C3907,commercial,6,54,4,3,5,J4,CR9,2018,high,125,yes
C3908,commercial,9,67,3,2,6,J16,CR8,2021,medium,156,no
C3909,criminal,1,1,0,3,0,J16,CR4,2022,medium,30,no
C3910,criminal,2,12,0,2,0,J3,CR6,2022,medium,30,no
C3911,civil,2,12,2,2,0,J7,CR2,2023,medium,32,yes
C3912,criminal,9,72,7,1,3,J2,CR4,2019,low,161,yes
C3913,civil,7,61,4,2,0,J15,CR7,2019,high,106,yes
C3914,civil,4,40,0,1,0,J11,CR4,2020,high,52,no
C3915,commercial,8,65,2,3,1,J17,CR6,2021,low,112,no
C3916,criminal,9,74,6,2,5,J15,CR3,2023,medium,169,no
C3917,civil,4,29,1,2,0,J5,CR4,2020,medium,51,no
C3918,criminal,9,82,6,1,6,J15,CR10,2018,low,179,yes
C3919,criminal,9,84,4,2,4,J7,CR2,2022,low,158,yes
C3920,civil,1,8,1,2,1,J10,CR10,2022,high,30,no
C3921,civil,1,4,1,1,2,J15,CR2,2021,low,30,no
C3922,civil,2,21,0,1,0,J1,CR8,2020,medium,30,no
C3923,civil,6,41,0,2,4,J16,CR9,2023,high,92,no
C3924,criminal,3,17,3,1,0,J4,CR9,2019,medium,47,yes
C3925,criminal,10,71,3,3,4,J7,CR3,2019,low,154,yes
C3926,criminal,8,67,4,1,0,J17,CR6,2018,medium,117,yes
C3927,criminal,9,71,5,3,6,J12,CR2,2018,low,168,yes
C3928,criminal,5,45,1,2,1,J14,CR4,2020,high,73,yes
C3929,criminal,3,27,1,3,0,J6,CR10,2020,medium,42,no
C3930,commercial,3,24,3,4,0,J16,CR9,2021,medium,51,no
C3931,commercial,2,9,3,4,0,J2,CR4,2022,low,35,no
C3932,civil,5,38,3,2,3,J4,CR1,2022,low,92,no
C3933,commercial,7,56,2,3,5,J9,CR4,2019,medium,124,yes
C3934,civil,4,26,0,2,3,J9,CR4,2019,medium,63,no
C3935,commercial,7,50,1,3,3,J13,CR7,2022,low,104,yes
C3936,civil,9,66,3,2,3,J9,CR8,2018,low,138,yes
C3937,civil,6,38,3,1,4,J12,CR5,2023,high,106,no
C3938,criminal,10,83,5,3,1,J1,CR2,2019,low,152,yes
C3939,commercial,7,61,5,4,2,J20,CR8,2022,high,123,no
C3940,commercial,10,81,3,4,5,J8,CR3,2020,medium,165,yes
C3941,civil,9,75,3,1,1,J6,CR3,2021,medium,130,yes
C3942,criminal,7,47,5,3,4,J5,CR1,2020,medium,128,no
C3943,criminal,5,41,2,3,4,J11,CR1,2019,medium,94,yes
C3944,criminal,1,5,1,1,0,J3,CR3,2020,low,30,no
C3945,civil,6,48,4,1,4,J20,CR6,2018,high,116,no
C3946,commercial,7,56,0,3,2,J1,CR8,2022,medium,96,no
C3947,criminal,4,33,2,1,4,J4,CR1,2020,medium,82,no
C3948,commercial,2,21,0,2,3,J10,CR4,2021,medium,44,no
C3949,civil,9,69,3,2,4,J5,CR2,2018,low,145,yes
C3950,commercial,2,8,1,3,0,J11,CR8,2020,medium,30,no
C3951,criminal,6,53,1,3,0,J18,CR5,2021,low,79,no
C3952,criminal,7,55,3,2,3,J12,CR8,2019,medium,116,yes
C3953,criminal,2,11,4,2,0,J10,CR6,2018,medium,41,no
C3954,commercial,6,39,3,3,0,J20,CR8,2023,medium,82,yes
C3955,commercial,1,11,1,4,0,J17,CR1,2023,low,30,no
C3956,criminal,4,34,1,3,4,J8,CR3,2022,medium,78,no
C3957,civil,5,38,3,2,2,J8,CR10,2023,medium,86,no
C3958,criminal,9,68,7,2,2,J12,CR4,2021,medium,153,no
C3959,civil,8,67,3,2,4,J13,CR2,2023,medium,136,no
C3960,commercial,7,51,0,4,4,J18,CR8,2020,medium,105,no
C3961,commercial,6,55,2,3,4,J6,CR5,2023,low,109,no
C3962,criminal,10,68,4,1,3,J11,CR7,2019,medium,152,yes
C3963,criminal,4,27,0,2,0,J10,CR4,2023,high,45,yes
C3964,commercial,2,16,1,4,3,J11,CR10,2018,medium,47,yes
C3965,criminal,5,47,0,1,0,J19,CR6,2019,medium,63,no
C3966,civil,5,38,1,2,5,J16,CR3,2021,low,94,no
C3967,civil,6,52,3,1,4,J17,CR5,2020,medium,113,no
C3968,commercial,10,76,6,4,7,J6,CR5,2021,low,190,yes
C3969,civil,5,39,3,1,3,J10,CR1,2022,medium,92,no
C3970,civil,1,1,1,2,0,J10,CR10,2019,high,30,no
C3971,criminal,9,68,4,1,3,J10,CR1,2021,medium,144,yes
C3972,commercial,9,74,4,2,4,J1,CR1,2020,high,153,yes
C3973,criminal,9,73,5,3,5,J10,CR9,2018,medium,163,yes
C3974,commercial,4,23,1,2,4,J5,CR2,2021,medium,72,no
C3975,civil,6,43,1,2,0,J7,CR7,2019,medium,74,no
C3976,civil,5,37,2,2,5,J10,CR4,2020,low,98,yes
C3977,criminal,8,65,2,3,7,J8,CR7,2019,high,148,yes
C3978,civil,2,23,0,1,0,J9,CR5,2019,low,30,no
C3979,civil,10,86,5,1,2,J19,CR7,2020,high,160,no
C3980,criminal,9,66,4,1,4,J19,CR3,2020,medium,149,no
C3981,civil,7,53,3,2,3,J9,CR3,2023,medium,115,yes
C3982,civil,4,27,4,2,3,J10,CR5,2019,medium,83,yes
C3983,commercial,1,7,3,4,0,J15,CR9,2019,medium,30,no
C3984,criminal,2,13,1,1,2,J4,CR3,2023,low,39,no
C3985,commercial,8,65,4,3,1,J11,CR9,2018,medium,122,no
C3986,commercial,3,21,0,3,2,J12,CR8,2022,low,46,no
C3987,criminal,6,53,3,1,4,J14,CR7,2021,low,113,yes
C3988,commercial,4,31,2,4,0,J1,CR7,2019,low,57,yes
C3989,civil,1,4,1,1,2,J20,CR5,2018,medium,30,no
C3990,commercial,9,67,2,2,4,J17,CR6,2020,high,139,yes
C3991,commercial,7,51,4,3,6,J19,CR5,2022,low,137,yes
C3992,criminal,4,30,4,1,1,J5,CR7,2018,medium,73,no
C3993,criminal,7,50,3,2,6,J17,CR8,2023,low,132,no
C3994,civil,3,26,1,1,5,J2,CR5,2021,low,72,no
C3995,commercial,1,4,1,2,0,J4,CR6,2019,low,30,no
C3996,criminal,10,75,3,2,9,J19,CR8,2020,medium,186,yes
C3997,civil,5,38,3,2,4,J4,CR10,2021,low,98,no
C3998,commercial,9,64,3,3,4,J2,CR4,2018,medium,143,yes
C3999,commercial,5,42,2,2,3,J16,CR3,2022,medium,89,yes
C4000,commercial,3,23,0,2,0,J5,CR5,2022,high,35,no
C4001,commercial,8,56,3,2,4,J1,CR8,2021,medium,131,no
C4002,civil,4,36,0,1,0,J4,CR2,2020,low,50,yes
C4003,commercial,7,59,3,4,4,J4,CR9,2023,low,124,yes
C4004,civil,4,34,0,1,0,J4,CR8,2023,medium,49,yes
C4005,commercial,8,60,5,3,4,J15,CR7,2018,low,143,yes
C4006,civil,7,52,0,2,3,J10,CR7,2018,medium,100,no
C4007,civil,8,62,1,1,1,J8,CR9,2018,low,106,yes
C4008,commercial,4,23,3,3,5,J15,CR10,2020,low,88,yes
C4009,civil,5,39,1,1,3,J1,CR3,2022,low,82,yes
C4010,commercial,4,30,2,4,2,J8,CR3,2019,low,69,no
C4011,commercial,2,16,2,2,3,J18,CR4,2018,medium,52,no
C4012,criminal,3,26,1,1,0,J10,CR2,2020,medium,42,no
C4013,criminal,4,29,0,2,1,J12,CR5,2020,medium,52,no
C4014,commercial,7,57,0,2,0,J4,CR8,2019,medium,84,no
C4015,criminal,6,41,2,2,2,J5,CR1,2023,low,90,yes
C4016,civil,8,66,2,2,4,J19,CR7,2020,low,131,yes
C4017,criminal,10,78,6,2,3,J2,CR10,2021,high,167,yes
C4018,criminal,5,43,1,1,2,J5,CR8,2020,medium,78,no
C4019,criminal,1,5,0,1,0,J9,CR1,2022,medium,30,no
C4020,criminal,9,66,5,1,3,J17,CR9,2018,high,148,yes
C4021,commercial,4,35,1,2,2,J17,CR7,2019,high,66,no
C4022,civil,4,17,4,1,1,J5,CR6,2021,medium,66,no
C4023,commercial,4,34,4,2,4,J11,CR8,2022,high,93,no
C4024,civil,1,11,0,1,2,J9,CR5,2021,medium,30,no
C4025,civil,2,25,1,2,1,J16,CR7,2022,low,39,no
C4026,commercial,9,70,2,4,6,J6,CR10,2019,high,153,no
C4027,commercial,4,32,2,3,1,J17,CR5,2023,high,64,yes
C4028,criminal,4,32,1,2,2,J19,CR10,2023,high,65,no
C4029,commercial,9,64,3,2,3,J13,CR2,2019,high,137,yes
C4030,commercial,8,59,3,3,5,J6,CR4,2022,low,138,yes
C4031,civil,7,40,3,1,6,J16,CR8,2022,medium,127,yes
C4032,civil,4,26,3,2,0,J8,CR2,2021,low,60,no
C4033,civil,8,52,4,1,8,J13,CR7,2023,high,158,no
C4034,civil,1,8,1,1,1,J20,CR5,2023,low,30,no
C4035,commercial,2,21,1,3,1,J3,CR8,2018,high,37,no
C4036,commercial,10,81,8,3,5,J1,CR3,2018,low,190,yes
C4037,commercial,7,56,3,3,3,J15,CR7,2018,high,117,yes
C4038,commercial,10,79,6,4,2,J19,CR9,2020,medium,161,yes
C4039,criminal,6,46,3,1,2,J16,CR8,2021,low,98,no
C4040,civil,9,72,6,2,5,J7,CR3,2019,low,168,yes
C4041,commercial,2,8,0,2,1,J7,CR2,2019,high,30,no
C4042,commercial,5,38,4,3,5,J4,CR4,2019,high,109,yes
C4043,civil,3,23,0,2,4,J1,CR6,2023,low,59,no
C4044,commercial,6,38,2,2,2,J18,CR2,2020,low,89,yes
C4045,commercial,5,36,3,2,1,J17,CR8,2020,medium,79,yes
C4046,civil,2,8,1,2,5,J19,CR8,2018,medium,55,no
C4047,criminal,1,6,0,2,0,J20,CR9,2019,low,30,no
C4048,civil,8,64,3,1,4,J15,CR7,2019,high,135,no
C4049,civil,8,59,4,1,5,J19,CR2,2022,low,143,yes
C4050,commercial,8,60,6,2,5,J10,CR2,2022,low,154,yes
C4051,civil,8,58,5,1,1,J2,CR10,2022,medium,124,no
C4052,civil,10,76,6,1,6,J8,CR5,2022,high,184,no
C4053,criminal,7,53,3,1,5,J13,CR6,2022,medium,127,yes
C4054,civil,8,63,1,1,5,J10,CR2,2021,low,130,yes
C4055,civil,2,19,3,1,3,J17,CR10,2023,medium,58,no
C4056,criminal,10,82,5,1,5,J20,CR1,2019,medium,176,yes
C4057,civil,9,82,3,1,2,J19,CR8,2021,low,140,no
C4058,criminal,7,48,2,3,2,J1,CR1,2021,high,102,yes
C4059,criminal,2,15,0,3,2,J7,CR6,2020,high,35,no
C4060,civil,6,43,1,2,1,J5,CR4,2020,medium,80,no
C4061,commercial,4,34,2,3,0,J11,CR1,2023,medium,59,yes
C4062,civil,9,71,4,1,6,J19,CR10,2022,low,163,yes
C4063,civil,4,26,0,2,3,J12,CR2,2020,medium,63,no
C4064,commercial,8,61,3,2,2,J20,CR2,2022,low,121,no
C4065,criminal,4,34,2,2,1,J5,CR5,2018,high,65,no
C4066,civil,2,13,0,1,1,J2,CR8,2022,high,30,no
C4067,commercial,4,31,2,4,1,J12,CR7,2018,low,63,no
C4068,civil,2,17,2,2,0,J1,CR1,2022,medium,34,yes
C4069,civil,6,50,4,2,3,J18,CR10,2018,medium,111,no
C4070,commercial,7,56,2,2,5,J1,CR9,2019,medium,124,yes
C4071,criminal,3,25,1,3,0,J13,CR3,2018,low,41,no
C4072,criminal,8,71,1,1,4,J18,CR3,2023,low,128,yes
C4073,civil,3,30,1,2,2,J20,CR6,2023,medium,56,no
C4074,criminal,10,84,7,1,3,J14,CR1,2020,low,175,yes
C4075,civil,7,65,3,2,3,J19,CR1,2022,low,121,yes
C4076,commercial,4,37,1,4,1,J18,CR10,2020,medium,61,yes
C4077,civil,7,63,1,1,2,J8,CR1,2021,low,104,yes
C4078,civil,4,32,0,2,3,J15,CR3,2023,high,66,yes
C4079,criminal,2,12,3,1,3,J12,CR10,2020,low,55,no
C4080,civil,3,24,2,1,2,J10,CR3,2020,medium,58,no
C4081,criminal,5,49,2,2,1,J4,CR2,2019,low,80,yes
C4082,commercial,2,22,1,2,1,J7,CR8,2021,high,38,no
C4083,criminal,1,9,0,1,0,J8,CR8,2020,low,30,no
C4084,criminal,3,19,0,1,0,J18,CR5,2022,medium,33,no
C4085,civil,8,68,3,2,4,J17,CR5,2019,medium,137,yes
C4086,commercial,10,86,5,3,6,J17,CR2,2018,high,184,yes
C4087,criminal,3,20,0,1,0,J20,CR8,2021,medium,34,no
C4088,civil,8,68,4,1,1,J5,CR9,2019,medium,124,yes
C4089,commercial,6,50,3,2,2,J18,CR4,2018,low,100,yes
C4090,commercial,8,60,5,3,5,J5,CR1,2023,high,149,no
C4091,commercial,7,55,3,3,2,J15,CR8,2019,low,110,no
C4092,civil,6,44,2,2,1,J16,CR1,2019,medium,86,yes
C4093,commercial,5,35,2,3,7,J13,CR5,2019,high,109,no
C4094,civil,2,23,1,1,0,J2,CR5,2023,low,32,no
C4095,criminal,10,72,4,1,6,J16,CR1,2023,low,172,no
C4096,criminal,10,82,3,3,7,J15,CR1,2022,low,178,yes
C4097,criminal,2,17,0,3,0,J6,CR7,2019,medium,30,no
C4098,commercial,5,40,3,2,3,J10,CR1,2022,low,93,no
C4099,criminal,7,50,3,2,7,J1,CR10,2018,high,138,no
C4100,criminal,5,41,2,2,0,J9,CR10,2018,medium,70,yes
C4101,civil,6,44,4,1,4,J11,CR10,2018,low,114,yes
C4102,criminal,9,72,2,3,3,J2,CR2,2022,medium,136,yes
C4103,commercial,10,72,5,4,4,J10,CR9,2023,high,165,yes
C4104,commercial,6,49,4,4,3,J19,CR9,2021,medium,110,yes
C4105,criminal,10,71,3,1,4,J15,CR4,2022,medium,154,yes
C4106,civil,5,40,0,2,4,J9,CR5,2020,low,84,yes
C4107,civil,6,46,3,1,4,J18,CR5,2023,low,110,yes
C4108,criminal,1,4,0,1,2,J2,CR10,2019,medium,30,no
C4109,criminal,5,46,1,1,1,J9,CR10,2020,low,74,yes
C4110,criminal,2,22,0,3,1,J19,CR6,2021,low,33,no
C4111,civil,10,79,3,1,5,J15,CR8,2018,low,164,yes
C4112,civil,6,50,3,1,2,J15,CR1,2018,high,100,no
C4113,criminal,2,19,2,2,2,J18,CR4,2022,low,47,no
C4114,commercial,8,65,3,2,0,J3,CR5,2022,high,111,no
C4115,commercial,1,5,0,2,0,J11,CR2,2021,medium,30,no
C4116,criminal,3,30,0,3,0,J9,CR5,2021,low,39,no
C4117,civil,10,81,2,1,4,J8,CR3,2021,medium,154,yes
C4118,commercial,5,39,2,4,4,J2,CR4,2019,high,93,yes
C4119,civil,3,34,3,2,2,J6,CR9,2021,low,68,no
C4120,commercial,8,61,4,4,5,J11,CR1,2020,medium,144,yes
C4121,civil,9,76,5,2,6,J2,CR5,2019,medium,171,no
C4122,civil,7,46,4,1,1,J12,CR9,2019,low,105,no
C4123,commercial,9,75,5,3,2,J8,CR6,2020,low,146,yes
C4124,commercial,7,55,1,4,5,J15,CR2,2023,medium,118,yes
C4125,civil,3,18,1,1,2,J7,CR6,2021,medium,50,no
C4126,commercial,8,58,4,3,3,J14,CR2,2020,medium,131,no
C4127,criminal,5,45,1,3,3,J5,CR1,2021,medium,85,yes
C4128,criminal,8,69,7,2,5,J11,CR7,2018,medium,163,no
C4129,criminal,2,14,2,2,3,J16,CR5,2018,low,51,no
